study_no,reference,lat,long,climclass,reps,reps_pooled,cropseq_simp,cropseq_div,checkcrop,rotlength_simp,rotlength_div,speciesno_simp,speciesno_div,data_type,sys_tillage,sys_weedmgmt,weedmsmt_unit,sbmst_mtd,peren_divYN,fallow_simpYN,study_age,CSD_simp,CSD_div,CSD2_simp,CSD2_div,PISD_simp,PISD_div,bioLRR,denLRR,sbLRR,maxstudyage,reps_pooledyrs,data_type2,sys_weedmgmt2,sys_weedmgmt3,climclasslat,climclasslat2,speciesno_rat,speciesno_diff,CSD_diff,CSD_rat,mono_YN,wgt
20,"Chikoye et al., 2008",7.379954,3.939541,A,4,4,M,Cp/Sb-Cp/Sb-M,M,1,3,1,3,RM,tilled,herbicides,community,NA,N,N,6,0,4,1,9,0,NA,0,-0.005089069507471293,NA,6,4,RM-last,herb_Y,herb,tropical,sub/tropical,3,2,4,9,Y,2
20,"Chikoye et al., 2008",7.379954,3.939541,A,4,4,M,Flm-Flm-M,M,1,3,1,3,RM,tilled,herbicides,community,NA,N,N,6,0,2,1,9,0,NA,-1.0704414117014134,-0.8288564324844808,NA,6,4,RM-last,herb_Y,herb,tropical,sub/tropical,3,2,2,9,Y,2
20,"Chikoye et al., 2008",7.379954,3.939541,A,4,4,M,Sb-Sb-M,M,1,3,1,2,RM,tilled,herbicides,community,NA,N,N,6,0,2,1,6,0,NA,-0.1811793522151776,-0.1474052916877267,NA,6,4,RM-last,herb_Y,herb,tropical,sub/tropical,2,1,2,6,Y,2
20,"Chikoye et al., 2008",11.086974,7.720288,A,4,4,M,Cp/Sb-Cp/Sb-M,M,1,3,1,3,RM,tilled,herbicides,community,NA,N,N,6,0,4,1,9,0,NA,-0.5822845877481356,-0.13176927763112334,NA,6,4,RM-last,herb_Y,herb,tropical,sub/tropical,3,2,4,9,Y,2
20,"Chikoye et al., 2008",11.086974,7.720288,A,4,4,M,Flm-Flm-M,M,1,3,1,3,RM,tilled,herbicides,community,NA,N,N,6,0,2,1,9,0,NA,-0.9513820516854252,-0.6567795363890705,NA,6,4,RM-last,herb_Y,herb,tropical,sub/tropical,3,2,2,9,Y,2
20,"Chikoye et al., 2008",11.086974,7.720288,A,4,4,M,Sb-Sb-M,M,1,3,1,2,RM,tilled,herbicides,community,NA,N,N,6,0,2,1,6,0,NA,-0.8178506590609026,-0.13647516866853598,NA,6,4,RM-last,herb_Y,herb,tropical,sub/tropical,2,1,2,6,Y,2
21,"Anderson and Beck, 2007",44.355357,-100.367791,D,4,4,F-W,Ch-W,W,2,2,1,2,LAST,NT,herbicides,community,NA,N,Y,12,0,1,2,4,0,11.313708498984761,NA,0.598836501088704,NA,12,4,LAST,herb_Y,herb,temperate,temperate,2,1,1,2,Y,2
21,"Anderson and Beck, 2007",44.355357,-100.367791,D,4,4,F-W,M-Ch-W,W,2,3,1,3,LAST,NT,herbicides,community,NA,N,Y,12,0,4,2,9,0,8,NA,-0.6348782724359695,NA,12,4,LAST,herb_Y,herb,temperate,temperate,3,2,4,4.5,Y,2
21,"Anderson and Beck, 2007",44.355357,-100.367791,D,4,4,F-W,M-F-W,W,2,3,1,3,LAST,NT,herbicides,community,NA,N,Y,12,0,4,2,9,0,2.8284271247461903,NA,-1.8325814637483102,NA,12,4,LAST,herb_Y,herb,temperate,temperate,3,2,4,4.5,Y,2
21,"Anderson and Beck, 2007",44.355357,-100.367791,D,4,4,F-W,M-Fp-W,W,2,3,1,3,LAST,NT,herbicides,community,NA,N,Y,12,0,4,2,9,0,7.54983443527075,NA,-1.8971199848858813,NA,12,4,LAST,herb_Y,herb,temperate,temperate,3,2,4,4.5,Y,2
21,"Anderson and Beck, 2007",44.355357,-100.367791,D,4,4,F-W,M-Sb-Fp-W,W,2,4,1,4,LAST,NT,herbicides,community,NA,N,Y,12,0,9,2,16,0,6.27162924074226,NA,-2.4079456086518722,NA,12,4,LAST,herb_Y,herb,temperate,temperate,4,3,9,8,Y,2
22,"Cathcart et al., 2006",51.045435,-113.396043,D,3,3,sR,sR-sR-sW-sW-sR,sR,1,4,1,2,LAST,tilled,herbicides,community,NA,N,N,4,0,2,1,8,0,0,NA,-0.2825669717850105,NA,4,3,LAST,herb_Y,herb,temperate,temperate,2,1,2,8,Y,1.5
22,"Cathcart et al., 2006",51.045435,-113.396043,D,3,3,sR,sR-sW-sR-sW-sR,sR,1,2,1,2,LAST,tilled,herbicides,community,NA,N,N,4,0,2,1,4,0,0,NA,-0.4367176516122688,NA,4,3,LAST,herb_Y,herb,temperate,temperate,2,1,2,4,Y,1.5
22,"Cathcart et al., 2006",51.045435,-113.396043,D,3,3,sR,sR-sW-sW-sW-sR,sR,1,4,1,2,LAST,tilled,herbicides,community,NA,N,N,4,0,3,1,8,0,0,NA,-0.14903557916048782,NA,4,3,LAST,herb_Y,herb,temperate,temperate,2,1,3,8,Y,1.5
23,"White et al., 2004",38.879959,-99.327116,C,4,4,F-W,So-F-W,W,2,3,1,3,RM,tilled,herbicides,single species,NA,N,Y,pooled,0,4,2,9,0,1.4142135623730951,NA,-0.9019091337754871,NA,27,28,RM-avg,herb_Y,herb,temperate,temperate,3,2,4,4.5,Y,14
23,"White et al., 2004",38.879959,-99.327116,C,4,4,F-W,So-Su-F-W,W,2,4,1,4,RM,tilled,herbicides,single species,NA,N,Y,pooled,0,9,2,16,0,3,NA,-0.9269151699951811,NA,27,28,RM-avg,herb_Y,herb,temperate,temperate,4,3,9,8,Y,14
24,"Porter et al., 2003",44.231538,-95.26451,D,3,12,M-Sb,O/A-A-M-Sb,Sb,2,4,2,4,LAST,tilled,herb/mech,community,NA,Y,N,6,0,4,4,16,0,7.234178138070235,NA,-0.6182458723868276,NA,6,3,LAST,herb_Y,herb,temperate,temperate,2,2,4,4,N,1.5
24,"Porter et al., 2003",44.231538,-95.26451,D,3,12,M-Sb,O/A-A-M-Sb,Sb,2,4,2,4,LAST,tilled,mechanical,community,NA,Y,N,6,0,4,4,16,0,7.234178138070235,NA,-0.5115246800684886,NA,6,3,LAST,herb_N,mech,temperate,temperate,2,2,4,4,N,1.5
24,"Porter et al., 2003",44.231538,-95.26451,D,3,12,Sb-M,Sb-O/A-A-M,M,2,4,2,4,LAST,tilled,herb/mech,community,NA,Y,N,6,0,4,4,16,0,7.234178138070235,NA,-1.21102185626335,NA,6,3,LAST,herb_Y,herb,temperate,temperate,2,2,4,4,N,1.5
24,"Porter et al., 2003",44.231538,-95.26451,D,3,12,Sb-M,Sb-O/A-A-M,M,2,4,2,4,LAST,tilled,mechanical,community,NA,Y,N,6,0,4,4,16,0,7.234178138070235,NA,-0.9062492487510571,NA,6,3,LAST,herb_N,mech,temperate,temperate,2,2,4,4,N,1.5
25,"Barberi and Lo Cascio, 2001",42.403178,11.892842,C,4,4,W,Fa-W,W,1,2,1,2,LAST,IC,herbicides,community,NA,N,N,12,0,1,1,4,0,8.48528137423857,NA,-0.03252319170556006,NA,12,4,LAST,herb_Y,herb,temperate,temperate,2,1,1,4,Y,2
26,"Blackshaw et al., 2001",49.693913,-112.841842,B,6,6,W,Fl-W,W,1,2,1,2,AVG,NT,herbicides,community,NA,N,N,4.5,0,1,1,4,NA,NA,NA,-2.9755295662364714,NA,4.5,6,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,3
26,"Blackshaw et al., 2001",49.693913,-112.841842,B,6,12,W,Fl-W,W,1,2,1,2,AVG,tilled,herbicides,community,NA,N,N,4.5,0,1,1,4,NA,NA,NA,-1.001448540214462,NA,4.5,6,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,3
26,"Blackshaw et al., 2001",49.693913,-112.841842,B,6,6,W,Fl-W,W,2,2,1,2,AVG,NT,herbicides,community,NA,N,Y,4.5,0,1,2,4,NA,NA,NA,-0.1823215567939546,NA,4.5,6,AVG,herb_Y,herb,temperate,temperate,2,1,1,2,Y,3
26,"Blackshaw et al., 2001",49.693913,-112.841842,B,6,12,W,Fl-W,W,2,2,1,2,AVG,tilled,herbicides,community,NA,N,Y,4.5,0,1,2,4,NA,NA,NA,-0.15415067982725836,NA,4.5,6,AVG,herb_Y,herb,temperate,temperate,2,1,1,2,Y,3
26,"Blackshaw et al., 2001",49.693913,-112.841842,B,6,6,W,sR-W,W,1,2,1,2,AVG,NT,herbicides,community,NA,N,N,4.5,0,1,1,4,NA,NA,NA,-1.8769172775683618,NA,4.5,6,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,3
26,"Blackshaw et al., 2001",49.693913,-112.841842,B,6,12,W,sR-W,W,1,2,1,2,AVG,tilled,herbicides,community,NA,N,N,4.5,0,1,1,4,NA,NA,NA,-1.589235205116581,NA,4.5,6,AVG,herb_Y,herb,temperate,temperate,2,1,1,4,Y,3
26,"Blackshaw et al., 2001",49.693913,-112.841842,B,6,6,W,sR-W,W,2,2,1,2,AVG,NT,herbicides,community,NA,N,Y,4.5,0,1,2,4,NA,NA,NA,0.9162907318741551,NA,4.5,6,AVG,herb_Y,herb,temperate,temperate,2,1,1,2,Y,3
26,"Blackshaw et al., 2001",49.693913,-112.841842,B,6,12,W,sR-W,W,2,2,1,2,AVG,tilled,herbicides,community,NA,N,Y,4.5,0,1,2,4,NA,NA,NA,-0.7419373447293773,NA,4.5,6,AVG,herb_Y,herb,temperate,temperate,2,1,1,2,Y,3
27,"Singer et al., 2000",42.642558,-77.147832,D,2,2,M,Sb-M,M,1,2,1,2,RM,tilled,herbicides,community,NA,Y,N,4,0,1,1,4,0,0,NA,0.9555114450274363,NA,4,2,RM-last,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1
27,"Singer et al., 2000",42.642558,-77.147832,D,2,2,M,Sb-M,M,1,2,1,2,RM,tilled,none,community,NA,Y,N,4,0,1,1,4,0,0,NA,0.732539582270606,NA,4,2,RM-last,herb_N,none,temperate,temperate,2,1,1,4,Y,1
27,"Singer et al., 2000",42.642558,-77.147832,D,2,2,M,Sb-W/RCl-M,M,1,3,1,4,RM,tilled,herbicides,community,NA,Y,N,4,0,8,1,12,0,7,NA,2.2925347571405443,NA,4,2,RM-last,herb_Y,herb,temperate,temperate,4,3,8,12,Y,1
27,"Singer et al., 2000",42.642558,-77.147832,D,2,2,M,Sb-W/RCl-M,M,1,3,1,4,RM,tilled,none,community,NA,Y,N,4,0,8,1,12,0,7,NA,0.9812755819635677,NA,4,2,RM-last,herb_N,none,temperate,temperate,4,3,8,12,Y,1
27,"Singer et al., 2000",42.765168,-76.870039,D,2,2,M,Sb-M,M,1,2,1,2,RM,tilled,herbicides,community,NA,Y,N,4,0,1,1,4,0,0,NA,-1.0986122886681096,NA,4,2,RM-last,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1
27,"Singer et al., 2000",42.765168,-76.870039,D,2,2,M,Sb-M,M,1,2,1,2,RM,tilled,none,community,NA,Y,N,4,0,1,1,4,0,0,NA,-2.001480000210124,NA,4,2,RM-last,herb_N,none,temperate,temperate,2,1,1,4,Y,1
27,"Singer et al., 2000",42.765168,-76.870039,D,2,2,M,Sb-W/RCl-M,M,1,3,1,4,RM,tilled,herbicides,community,NA,Y,N,4,0,8,1,12,0,7,NA,0.8472978603872037,NA,4,2,RM-last,herb_Y,herb,temperate,temperate,4,3,8,12,Y,1
27,"Singer et al., 2000",42.765168,-76.870039,D,2,2,M,Sb-W/RCl-M,M,1,3,1,4,RM,tilled,none,community,NA,Y,N,4,0,8,1,12,0,7,NA,-1.4792906177938183,NA,4,2,RM-last,herb_N,none,temperate,temperate,4,3,8,12,Y,1
27,"Singer et al., 2000",42.76525,-76.548483,D,2,2,M,Sb-M,M,1,2,1,2,RM,tilled,herbicides,community,NA,Y,N,4,0,1,1,4,0,0,NA,-0.5389965007326869,NA,4,2,RM-last,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1
27,"Singer et al., 2000",42.76525,-76.548483,D,2,2,M,Sb-M,M,1,2,1,2,RM,tilled,none,community,NA,Y,N,4,0,1,1,4,0,0,NA,0.9893038800026984,NA,4,2,RM-last,herb_N,none,temperate,temperate,2,1,1,4,Y,1
27,"Singer et al., 2000",42.76525,-76.548483,D,2,2,M,Sb-W/RCl-M,M,1,3,1,4,RM,tilled,herbicides,community,NA,Y,N,4,0,8,1,12,0,7,NA,-1.2321436812926323,NA,4,2,RM-last,herb_Y,herb,temperate,temperate,4,3,8,12,Y,1
27,"Singer et al., 2000",42.76525,-76.548483,D,2,2,M,Sb-W/RCl-M,M,1,3,1,4,RM,tilled,none,community,NA,Y,N,4,0,8,1,12,0,7,NA,0.6123062820764376,NA,4,2,RM-last,herb_N,none,temperate,temperate,4,3,8,12,Y,1
27,"Singer et al., 2000",43.154907,-78.203586,D,2,2,M,Sb-M,M,1,2,1,2,RM,tilled,herbicides,community,NA,Y,N,4,0,1,1,4,0,0,NA,-0.060624621816434736,NA,4,2,RM-last,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1
27,"Singer et al., 2000",43.154907,-78.203586,D,2,2,M,Sb-M,M,1,2,1,2,RM,tilled,none,community,NA,Y,N,4,0,1,1,4,0,0,NA,-0.28625247964218653,NA,4,2,RM-last,herb_N,none,temperate,temperate,2,1,1,4,Y,1
27,"Singer et al., 2000",43.154907,-78.203586,D,2,2,M,Sb-W/RCl-M,M,1,3,1,4,RM,tilled,herbicides,community,NA,Y,N,4,0,8,1,12,0,7,NA,1.3099213823353166,NA,4,2,RM-last,herb_Y,herb,temperate,temperate,4,3,8,12,Y,1
27,"Singer et al., 2000",43.154907,-78.203586,D,2,2,M,Sb-W/RCl-M,M,1,3,1,4,RM,tilled,none,community,NA,Y,N,4,0,8,1,12,0,7,NA,0.9640585056058947,NA,4,2,RM-last,herb_N,none,temperate,temperate,4,3,8,12,Y,1
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,M,Sb-M,M,1,2,1,2,LAST,tilled,herbicides,community,NA,N,N,10,0,1,1,4,0,1.4142135623730951,NA,0.028791150384011425,NA,10,3,LAST,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,M,Sb-M,M,1,2,1,2,LAST,tilled,mechanical,community,NA,N,N,10,0,1,1,4,0,1.4142135623730951,NA,-0.37157043782142263,NA,10,3,LAST,herb_N,mech,temperate,temperate,2,1,1,4,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,M,Sb-M,M,1,2,1,2,LAST,tilled,none,community,NA,N,N,10,0,1,1,4,0,1.4142135623730951,NA,-0.23708957563097932,NA,10,3,LAST,herb_N,none,temperate,temperate,2,1,1,4,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,M,Sb-W-M,M,1,3,1,3,LAST,tilled,herbicides,community,NA,N,N,10,0,4,1,9,0,4.58257569495584,NA,0.137817725805208,NA,10,3,LAST,herb_Y,herb,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,M,Sb-W-M,M,1,3,1,3,LAST,tilled,herbicides,community,NA,N,N,10,0,4,1,9,0,7.54983443527075,NA,0.024329347109171562,NA,10,3,LAST,herb_Y,herb,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,M,Sb-W-M,M,1,3,1,3,LAST,tilled,mechanical,community,NA,N,N,10,0,4,1,9,0,4.58257569495584,NA,-0.059833577769063215,NA,10,3,LAST,herb_N,mech,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,M,Sb-W-M,M,1,3,1,3,LAST,tilled,mechanical,community,NA,N,N,10,0,4,1,9,0,7.54983443527075,NA,-0.32841231964411255,NA,10,3,LAST,herb_N,mech,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,M,Sb-W-M,M,1,3,1,3,LAST,tilled,none,community,NA,N,N,10,0,4,1,9,0,4.58257569495584,NA,-0.5643958980777696,NA,10,3,LAST,herb_N,none,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,M,Sb-W-M,M,1,3,1,3,LAST,tilled,none,community,NA,N,N,10,0,4,1,9,0,7.54983443527075,NA,-0.27223001865750296,NA,10,3,LAST,herb_N,none,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,Sb,M-Sb,Sb,1,2,1,2,LAST,tilled,herbicides,community,NA,N,N,10,0,1,1,4,0,1.4142135623730951,NA,0.33302798011926005,NA,10,3,LAST,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,Sb,M-Sb,Sb,1,2,1,2,LAST,tilled,mechanical,community,NA,N,N,10,0,1,1,4,0,1.4142135623730951,NA,1.3687901514450733,NA,10,3,LAST,herb_N,mech,temperate,temperate,2,1,1,4,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,Sb,M-Sb,Sb,1,2,1,2,LAST,tilled,none,community,NA,N,N,10,0,1,1,4,0,1.4142135623730951,NA,0.384972881390823,NA,10,3,LAST,herb_N,none,temperate,temperate,2,1,1,4,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,Sb,W-M-Sb,Sb,1,3,1,3,LAST,tilled,herbicides,community,NA,N,N,10,0,4,1,9,0,4.58257569495584,NA,0.4420545555404565,NA,10,3,LAST,herb_Y,herb,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,Sb,W-M-Sb,Sb,1,3,1,3,LAST,tilled,herbicides,community,NA,N,N,10,0,4,1,9,0,7.54983443527075,NA,0.3285661768444201,NA,10,3,LAST,herb_Y,herb,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,Sb,W-M-Sb,Sb,1,3,1,3,LAST,tilled,mechanical,community,NA,N,N,10,0,4,1,9,0,4.58257569495584,NA,1.0708202713384511,NA,10,3,LAST,herb_N,mech,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,Sb,W-M-Sb,Sb,1,3,1,3,LAST,tilled,mechanical,community,NA,N,N,10,0,4,1,9,0,7.54983443527075,NA,1.0499989435248656,NA,10,3,LAST,herb_N,mech,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,Sb,W-M-Sb,Sb,1,3,1,3,LAST,tilled,none,community,NA,N,N,10,0,4,1,9,0,4.58257569495584,NA,0.05766655894403276,NA,10,3,LAST,herb_N,none,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,Sb,W-M-Sb,Sb,1,3,1,3,LAST,tilled,none,community,NA,N,N,10,0,4,1,9,0,7.54983443527075,NA,0.3498324383642992,NA,10,3,LAST,herb_N,none,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,Sb,W-Sb,Sb,1,2,1,2,LAST,tilled,herbicides,community,NA,N,N,10,0,1,1,4,0,11.313708498984761,NA,-0.4749849595959398,NA,10,3,LAST,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,Sb,W-Sb,Sb,1,2,1,2,LAST,tilled,mechanical,community,NA,N,N,10,0,1,1,4,0,11.313708498984761,NA,1.3183903244506696,NA,10,3,LAST,herb_N,mech,temperate,temperate,2,1,1,4,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,Sb,W-Sb,Sb,1,2,1,2,LAST,tilled,none,community,NA,N,N,10,0,1,1,4,0,11.313708498984761,NA,0.1599091439894528,NA,10,3,LAST,herb_N,none,temperate,temperate,2,1,1,4,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,W,M-Sb-W,W,1,3,1,3,LAST,tilled,herbicides,community,NA,N,N,10,0,4,1,9,0,4.58257569495584,NA,1.368489736486384,NA,10,3,LAST,herb_Y,herb,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,W,M-Sb-W,W,1,3,1,3,LAST,tilled,herbicides,community,NA,N,N,10,0,4,1,9,0,7.54983443527075,NA,1.2550013577903476,NA,10,3,LAST,herb_Y,herb,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,W,M-Sb-W,W,1,3,1,3,LAST,tilled,mechanical,community,NA,N,N,10,0,4,1,9,0,4.58257569495584,NA,0.5348492682462406,NA,10,3,LAST,herb_N,mech,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,W,M-Sb-W,W,1,3,1,3,LAST,tilled,mechanical,community,NA,N,N,10,0,4,1,9,0,7.54983443527075,NA,0.514027940432655,NA,10,3,LAST,herb_N,mech,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,W,M-Sb-W,W,1,3,1,3,LAST,tilled,none,community,NA,N,N,10,0,4,1,9,0,4.58257569495584,NA,0.237353292064173,NA,10,3,LAST,herb_N,none,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,W,M-Sb-W,W,1,3,1,3,LAST,tilled,none,community,NA,N,N,10,0,4,1,9,0,7.54983443527075,NA,0.5295191714844396,NA,10,3,LAST,herb_N,none,temperate,temperate,3,2,4,9,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,W,Sb-W,W,1,2,1,2,LAST,tilled,herbicides,community,NA,N,N,10,0,1,1,4,0,11.313708498984761,NA,0.45145022134998775,NA,10,3,LAST,herb_Y,herb,temperate,temperate,2,1,1,4,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,W,Sb-W,W,1,2,1,2,LAST,tilled,mechanical,community,NA,N,N,10,0,1,1,4,0,11.313708498984761,NA,0.782419321358459,NA,10,3,LAST,herb_N,mech,temperate,temperate,2,1,1,4,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,6,W,Sb-W,W,1,2,1,2,LAST,tilled,none,community,NA,N,N,10,0,1,1,4,0,11.313708498984761,NA,0.3395958771095932,NA,10,3,LAST,herb_N,none,temperate,temperate,2,1,1,4,Y,1.5
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,M,Sb-M,M,1,2,1,2,RM,tilled,herbicides,community,NA,N,N,pooled,0,1,1,4,0,1.4142135623730951,NA,-0.7962544348358302,NA,10,18,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,9
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,M,Sb-M,M,1,2,1,2,RM,tilled,none,community,NA,N,N,pooled,0,1,1,4,0,1.4142135623730951,NA,-0.32858506011549654,NA,10,18,RM-avg,herb_N,none,temperate,temperate,2,1,1,4,Y,9
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,M,Sb-W-M,M,1,3,1,3,RM,tilled,herbicides,community,NA,N,N,pooled,0,4,1,9,0,4.58257569495584,NA,0.356140446860183,NA,10,12,RM-avg,herb_Y,herb,temperate,temperate,3,2,4,9,Y,6
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,M,Sb-W-M,M,1,3,1,3,RM,tilled,none,community,NA,N,N,pooled,0,4,1,9,0,4.58257569495584,NA,-0.27537224842092234,NA,10,12,RM-avg,herb_N,none,temperate,temperate,3,2,4,9,Y,6
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,Sb,M-Sb,Sb,1,2,1,2,RM,tilled,herbicides,community,NA,N,N,pooled,0,1,1,4,0,1.4142135623730951,NA,0.9662004808121335,NA,10,18,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,9
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,Sb,M-Sb,Sb,1,2,1,2,RM,tilled,none,community,NA,N,N,pooled,0,1,1,4,0,1.4142135623730951,NA,0.042041413245605064,NA,10,18,RM-avg,herb_N,none,temperate,temperate,2,1,1,4,Y,9
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,Sb,W-M-Sb,Sb,1,3,1,3,RM,tilled,herbicides,community,NA,N,N,pooled,0,4,1,9,0,7.54983443527075,NA,0.9929825490241527,NA,10,12,RM-avg,herb_Y,herb,temperate,temperate,3,2,4,9,Y,6
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,Sb,W-M-Sb,Sb,1,3,1,3,RM,tilled,none,community,NA,N,N,pooled,0,4,1,9,0,7.54983443527075,NA,0.14999658184021664,NA,10,12,RM-avg,herb_N,none,temperate,temperate,3,2,4,9,Y,6
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,W,M-Sb-W,W,1,3,1,3,RM,tilled,herbicides,community,NA,N,N,pooled,0,4,1,9,0,7.54983443527075,NA,-1.8556192563558838,NA,10,12,RM-avg,herb_Y,herb,temperate,temperate,3,2,4,9,Y,6
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,W,M-Sb-W,W,1,3,1,3,RM,tilled,none,community,NA,N,N,pooled,0,4,1,9,0,7.54983443527075,NA,0.18721741610995007,NA,10,12,RM-avg,herb_N,none,temperate,temperate,3,2,4,9,Y,6
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,W,Sb-W,W,1,2,1,2,RM,tilled,herbicides,community,NA,N,N,pooled,0,1,1,4,0,11.313708498984761,NA,-0.9461743477550657,NA,10,18,RM-avg,herb_Y,herb,temperate,temperate,2,1,1,4,Y,9
28,"Doucet et al., 1999",42.229839,-82.842511,D,3,3,W,Sb-W,W,1,2,1,2,RM,tilled,none,community,NA,N,N,pooled,0,1,1,4,0,11.313708498984761,NA,0.3241939258556026,NA,10,18,RM-avg,herb_N,none,temperate,temperate,2,1,1,4,Y,9
29,"Legere et al., 2005",47.369377,-70.034259,D,4,4,sB,RCl-sB/RCl,sB,1,2,1,2,RM,IC,herbicides,community,germination,Y,N,pooled,0,1.5,1,4,0,0,NA,-1.3387988686761054,0,6,8,RM-avg,herb_Y,herb,temperate,temperate,2,1,1.5,4,Y,4
30,"Santin-Montanya et al., 2016",40.535421,-3.330587,C,4,8,B,F-Fp-B,B,1,3,1,2,LAST,IC,herbicides,community,germination,N,N,12,0,4,1,6,0,1.4142135623730951,NA,-2.35929762869693,0.37538765287088643,12,4,LAST,herb_Y,herb,temperate,temperate,2,1,4,6,Y,2
30,"Santin-Montanya et al., 2016",40.535421,-3.330587,C,4,4,B,F-Fp-B,B,1,3,1,2,LAST,NT,herbicides,community,germination,N,N,12,0,4,1,6,0,1.4142135623730951,NA,NA,0.11966097048058369,12,4,LAST,herb_Y,herb,temperate,temperate,2,1,4,6,Y,2
30,"Santin-Montanya et al., 2016",40.535421,-3.330587,C,4,8,B,F-Fp-B,B,1,3,1,2,LAST,tilled,herbicides,community,germination,N,N,12,0,4,1,6,0,1.4142135623730951,NA,NA,0.5225116134294346,12,4,LAST,herb_Y,herb,temperate,temperate,2,1,4,6,Y,2
31,"VanGessel et al., 2004",39.179746,-76.182421,C,4,4,M,Sb-M,M,1,2,1,2,LAST,IC,herbicides,community,germination,N,N,6,0,1,1,4,0,7.0710678118654755,NA,NA,0.3241517522331723,6,4,LAST,herb_Y,herb,temperate,temperate,2,1,1,4,Y,2
31,"VanGessel et al., 2004",39.179746,-76.182421,C,4,4,M,Sb-M,M,1,2,1,2,LAST,IC,herbicides,community,NA,N,N,6,0,1,1,4,0,7.0710678118654755,NA,-0.09844007281325252,NA,6,4,LAST,herb_Y,herb,temperate,temperate,2,1,1,4,Y,2
